relationship_id,person_id_a,person_id_b,relationship_type,directed,strength,source,description
REL0006137,P05796,P07517,coworker,false,0.69,shared_team,两人在 Synthetic Office 04795 @ 40 University Avenue 的同一工作团队任职。
REL0006138,P05796,P07707,coworker,false,0.71,shared_team,两人在 Synthetic Office 04795 @ 40 University Avenue 的同一工作团队任职。
REL0006139,P05796,P08738,coworker,false,0.68,shared_team,两人在 Synthetic Office 04795 @ 40 University Avenue 的同一工作团队任职。
REL0006140,P05802,P07987,coworker,false,0.61,shared_team,两人在 Synthetic Commercial 05956 @ OSM commercial W670106659 的同一工作团队任职。
REL0006141,P05806,P08765,coworker,false,0.72,shared_team,两人在 Synthetic Commercial 02610 @ Systems Building 的同一工作团队任职。
REL0006142,P05810,P06464,coworker,false,0.53,shared_team,两人在 Synthetic University 04811 @ Rehabilitation Sciences Building 的同一工作团队任职。
REL0006143,P05810,P06518,coworker,false,0.59,shared_team,两人在 Synthetic University 04811 @ Rehabilitation Sciences Building 的同一工作团队任职。
REL0006144,P05810,P06564,coworker,false,0.53,shared_team,两人在 Synthetic University 04811 @ Rehabilitation Sciences Building 的同一工作团队任职。
REL0006145,P05810,P08148,coworker,false,0.70,shared_team,两人在 Synthetic University 04811 @ Rehabilitation Sciences Building 的同一工作团队任职。
REL0006146,P05810,P09263,coworker,false,0.56,shared_team,两人在 Synthetic University 04811 @ Rehabilitation Sciences Building 的同一工作团队任职。
REL0006147,P05811,P08428,coworker,false,0.52,shared_team,两人在 Synthetic Office 03541 @ 393 King West 的同一工作团队任职。
REL0006148,P05811,P09544,coworker,false,0.65,shared_team,两人在 Synthetic Office 03541 @ 393 King West 的同一工作团队任职。
REL0006149,P05812,P07316,coworker,false,0.78,shared_team,两人在 Synthetic Commercial 03052 @ Robertson Building 的同一工作团队任职。
REL0006150,P05813,P07498,coworker,false,0.62,shared_team,两人在 Synthetic Commercial 06105 @ 1444 Dupont Street 的同一工作团队任职。
REL0006151,P05816,P08044,coworker,false,0.70,shared_team,两人在 Synthetic Office 02736 @ OSM office W1201445841 的同一工作团队任职。
REL0006152,P05820,P08417,coworker,false,0.79,shared_team,两人在 Synthetic Commercial 03999 @ Balfour Building 的同一工作团队任职。
REL0006153,P05820,P08648,coworker,false,0.54,shared_team,两人在 Synthetic Commercial 03999 @ Balfour Building 的同一工作团队任职。
REL0006154,P05820,P09409,coworker,false,0.47,shared_team,两人在 Synthetic Commercial 03999 @ Balfour Building 的同一工作团队任职。
REL0006155,P05820,P09927,coworker,false,0.58,shared_team,两人在 Synthetic Commercial 03999 @ Balfour Building 的同一工作团队任职。
REL0006156,P05821,P05855,coworker,false,0.68,shared_team,两人在 Synthetic University 03043 @ York University Markham Campus 的同一工作团队任职。
REL0006157,P05821,P08702,coworker,false,0.79,shared_team,两人在 Synthetic University 03043 @ York University Markham Campus 的同一工作团队任职。
REL0006158,P05824,P06558,coworker,false,0.67,shared_team,两人在 Synthetic University 03273 @ Victoria Building 的同一工作团队任职。
REL0006159,P05824,P07105,coworker,false,0.61,shared_team,两人在 Synthetic University 03273 @ Victoria Building 的同一工作团队任职。
REL0006160,P05824,P07842,coworker,false,0.71,shared_team,两人在 Synthetic University 03273 @ Victoria Building 的同一工作团队任职。
REL0006161,P05824,P08818,coworker,false,0.76,shared_team,两人在 Synthetic University 03273 @ Victoria Building 的同一工作团队任职。
REL0006162,P05829,P08885,coworker,false,0.63,shared_team,两人在 Synthetic Hotel 04401 @ Holiday Inn 的同一工作团队任职。
REL0006163,P05829,P09219,coworker,false,0.81,shared_team,两人在 Synthetic Hotel 04401 @ Holiday Inn 的同一工作团队任职。
REL0006164,P05829,P09744,coworker,false,0.56,shared_team,两人在 Synthetic Hotel 04401 @ Holiday Inn 的同一工作团队任职。
REL0006165,P05831,P06314,coworker,false,0.74,shared_team,两人在 Synthetic University 00417 @ Smith School of Business Queen’s University 的同一工作团队任职。
REL0006166,P05831,P06322,coworker,false,0.72,shared_team,两人在 Synthetic University 00417 @ Smith School of Business Queen’s University 的同一工作团队任职。
REL0006167,P05831,P09711,coworker,false,0.73,shared_team,两人在 Synthetic University 00417 @ Smith School of Business Queen’s University 的同一工作团队任职。
REL0006168,P05832,P06322,coworker,false,0.80,shared_team,两人在 Synthetic University 00417 @ Smith School of Business Queen’s University 的同一工作团队任职。
REL0006169,P05832,P09626,coworker,false,0.55,shared_team,两人在 Synthetic University 00417 @ Smith School of Business Queen’s University 的同一工作团队任职。
REL0006170,P05834,P07118,coworker,false,0.65,shared_team,两人在 Synthetic Office 04379 @ Region of Peel 的同一工作团队任职。
REL0006171,P05836,P07542,coworker,false,0.52,shared_team,两人在 Synthetic Commercial 06133 @ OSM commercial W678759777 的同一工作团队任职。
REL0006172,P05838,P06264,coworker,false,0.47,shared_team,两人在 Synthetic Commercial 03285 @ OSM commercial W239024445 的同一工作团队任职。
REL0006173,P05838,P06273,coworker,false,0.71,shared_team,两人在 Synthetic Commercial 03285 @ OSM commercial W239024445 的同一工作团队任职。
REL0006174,P05838,P06744,coworker,false,0.65,shared_team,两人在 Synthetic Commercial 03285 @ OSM commercial W239024445 的同一工作团队任职。
REL0006175,P05838,P08447,coworker,false,0.53,shared_team,两人在 Synthetic Commercial 03285 @ OSM commercial W239024445 的同一工作团队任职。
REL0006176,P05839,P06638,coworker,false,0.66,shared_team,两人在 Synthetic Office 04807 @ OSM office W61698931 的同一工作团队任职。
REL0006177,P05839,P06671,coworker,false,0.61,shared_team,两人在 Synthetic Office 04807 @ OSM office W61698931 的同一工作团队任职。
REL0006178,P05839,P08463,coworker,false,0.69,shared_team,两人在 Synthetic Office 04807 @ OSM office W61698931 的同一工作团队任职。
REL0006179,P05839,P08580,coworker,false,0.46,shared_team,两人在 Synthetic Office 04807 @ OSM office W61698931 的同一工作团队任职。
REL0006180,P05840,P05947,coworker,false,0.53,shared_team,两人在 Synthetic Office 03372 @ Sun Life Financial 的同一工作团队任职。
REL0006181,P05840,P07169,coworker,false,0.53,shared_team,两人在 Synthetic Office 03372 @ Sun Life Financial 的同一工作团队任职。
REL0006182,P05840,P08493,coworker,false,0.57,shared_team,两人在 Synthetic Office 03372 @ Sun Life Financial 的同一工作团队任职。
REL0006183,P05848,P06953,coworker,false,0.61,shared_team,两人在 Synthetic Office 04400 @ Towers Perrin North 的同一工作团队任职。
REL0006184,P05848,P07584,coworker,false,0.76,shared_team,两人在 Synthetic Office 04400 @ Towers Perrin North 的同一工作团队任职。
REL0006185,P05848,P08010,coworker,false,0.54,shared_team,两人在 Synthetic Office 04400 @ Towers Perrin North 的同一工作团队任职。
REL0006186,P05848,P08684,coworker,false,0.73,shared_team,两人在 Synthetic Office 04400 @ Towers Perrin North 的同一工作团队任职。
REL0006187,P05852,P08652,coworker,false,0.58,shared_team,两人在 Synthetic Office 03577 @ 180 Duncan Mill Road 的同一工作团队任职。
REL0006188,P05855,P08111,coworker,false,0.72,shared_team,两人在 Synthetic University 03043 @ York University Markham Campus 的同一工作团队任职。
REL0006189,P05855,P08702,coworker,false,0.61,shared_team,两人在 Synthetic University 03043 @ York University Markham Campus 的同一工作团队任职。
REL0006190,P05857,P09446,coworker,false,0.80,shared_team,两人在 Synthetic Office 06634 @ 20 Eglinton Avenue East 的同一工作团队任职。
REL0006191,P05865,P06570,coworker,false,0.72,shared_team,两人在 Synthetic Hotel 04306 @ The Ritz-Carlton Hotel 的同一工作团队任职。
REL0006192,P05865,P07906,coworker,false,0.61,shared_team,两人在 Synthetic Hotel 04306 @ The Ritz-Carlton Hotel 的同一工作团队任职。
REL0006193,P05865,P08462,coworker,false,0.60,shared_team,两人在 Synthetic Hotel 04306 @ The Ritz-Carlton Hotel 的同一工作团队任职。
REL0006194,P05865,P09416,coworker,false,0.68,shared_team,两人在 Synthetic Hotel 04306 @ The Ritz-Carlton Hotel 的同一工作团队任职。
REL0006195,P05874,P07297,coworker,false,0.53,shared_team,两人在 Synthetic Commercial 06720 @ OSM commercial W991389119 的同一工作团队任职。
REL0006196,P05875,P06049,coworker,false,0.82,shared_team,两人在 Synthetic Commercial 04794 @ The Capitol Building 的同一工作团队任职。
REL0006197,P05878,P06200,coworker,false,0.77,shared_team,两人在 Synthetic Office 03499 @ 8 Lomond Drive 的同一工作团队任职。
REL0006198,P05878,P07017,coworker,false,0.69,shared_team,两人在 Synthetic Office 03499 @ 8 Lomond Drive 的同一工作团队任职。
REL0006199,P05879,P07955,coworker,false,0.51,shared_team,两人在 Synthetic Commercial 06514 @ OSM commercial W796653489 的同一工作团队任职。
REL0006200,P05882,P05924,coworker,false,0.48,shared_team,两人在 Synthetic Commercial 02797 @ 1354 Weston Road 的同一工作团队任职。
REL0006201,P05882,P09140,coworker,false,0.49,shared_team,两人在 Synthetic Commercial 02797 @ 1354 Weston Road 的同一工作团队任职。
REL0006202,P05884,P09053,coworker,false,0.72,shared_team,两人在 Synthetic Office 02667 @ 393 University Avenue 的同一工作团队任职。
REL0006203,P05891,P09506,coworker,false,0.69,shared_team,两人在 Synthetic Commercial 02896 @ 272 Dupont Street 的同一工作团队任职。
REL0006204,P05894,P09720,coworker,false,0.50,shared_team,"两人在 Synthetic Hotel 03293 @ Revery Toronto Downtown, Curio Collection by Hilton 的同一工作团队任职。"
REL0006205,P05897,P08714,coworker,false,0.76,shared_team,两人在 Synthetic Office 04191 @ Munich Re Centre 的同一工作团队任职。
REL0006206,P05897,P09175,coworker,false,0.68,shared_team,两人在 Synthetic Office 04191 @ Munich Re Centre 的同一工作团队任职。
REL0006207,P05898,P07721,coworker,false,0.60,shared_team,两人在 Synthetic Office 00795 @ Tangerine Head Office 的同一工作团队任职。
REL0006208,P05898,P09511,coworker,false,0.70,shared_team,两人在 Synthetic Office 00795 @ Tangerine Head Office 的同一工作团队任职。
REL0006209,P05902,P06593,coworker,false,0.80,shared_team,两人在 Synthetic University 01023 @ Collège Boréal - Toronto Campus 的同一工作团队任职。
REL0006210,P05902,P07651,coworker,false,0.79,shared_team,两人在 Synthetic University 01023 @ Collège Boréal - Toronto Campus 的同一工作团队任职。
REL0006211,P05902,P07907,coworker,false,0.49,shared_team,两人在 Synthetic University 01023 @ Collège Boréal - Toronto Campus 的同一工作团队任职。
REL0006212,P05902,P08861,coworker,false,0.62,shared_team,两人在 Synthetic University 01023 @ Collège Boréal - Toronto Campus 的同一工作团队任职。
REL0006213,P05903,P09364,coworker,false,0.58,shared_team,两人在 Synthetic University 00104 @ Bitts International Career College 的同一工作团队任职。
REL0006214,P05904,P09350,coworker,false,0.78,shared_team,两人在 Synthetic Office 03601 @ 4120 Yonge Street 的同一工作团队任职。
REL0006215,P05911,P06174,coworker,false,0.58,shared_team,两人在 Synthetic University 02981 @ University of St. Michael's College 的同一工作团队任职。
REL0006216,P05911,P06178,coworker,false,0.63,shared_team,两人在 Synthetic University 02981 @ University of St. Michael's College 的同一工作团队任职。
REL0006217,P05911,P06987,coworker,false,0.66,shared_team,两人在 Synthetic University 02981 @ University of St. Michael's College 的同一工作团队任职。
REL0006218,P05912,P05937,coworker,false,0.58,shared_team,两人在 Synthetic Office 05708 @ 150 Consumers Road 的同一工作团队任职。
REL0006219,P05916,P05923,coworker,false,0.67,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006220,P05916,P06405,coworker,false,0.59,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006221,P05916,P06759,coworker,false,0.61,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006222,P05916,P06888,coworker,false,0.63,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006223,P05916,P07154,coworker,false,0.67,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006224,P05916,P08502,coworker,false,0.68,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006225,P05916,P09521,coworker,false,0.69,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006226,P05918,P07630,coworker,false,0.71,shared_team,两人在 Synthetic Office 03863 @ 1075 Bay Street 的同一工作团队任职。
REL0006227,P05923,P06405,coworker,false,0.53,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006228,P05923,P06759,coworker,false,0.74,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006229,P05923,P06888,coworker,false,0.49,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006230,P05923,P07154,coworker,false,0.79,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006231,P05923,P08502,coworker,false,0.50,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006232,P05923,P09521,coworker,false,0.66,shared_team,"两人在 Synthetic University 03010 @ York University, Keele Campus 的同一工作团队任职。"
REL0006233,P05924,P09140,coworker,false,0.47,shared_team,两人在 Synthetic Commercial 02797 @ 1354 Weston Road 的同一工作团队任职。
REL0006234,P05932,P06216,coworker,false,0.55,shared_team,两人在 Synthetic Office 02860 @ Hearst Block 的同一工作团队任职。
REL0006235,P05932,P09224,coworker,false,0.61,shared_team,两人在 Synthetic Office 02860 @ Hearst Block 的同一工作团队任职。
REL0006236,P05939,P06995,coworker,false,0.47,shared_team,两人在 Synthetic University 06250 @ OSM university W702537549 的同一工作团队任职。
REL0006237,P05939,P07245,coworker,false,0.65,shared_team,两人在 Synthetic University 06250 @ OSM university W702537549 的同一工作团队任职。
REL0006238,P05939,P09004,coworker,false,0.79,shared_team,两人在 Synthetic University 06250 @ OSM university W702537549 的同一工作团队任职。
REL0006239,P05939,P09109,coworker,false,0.51,shared_team,两人在 Synthetic University 06250 @ OSM university W702537549 的同一工作团队任职。
REL0006240,P05942,P07093,coworker,false,0.79,shared_team,两人在 Synthetic Commercial 06681 @ Waterfront Innovation Centre 的同一工作团队任职。
REL0006241,P05942,P08005,coworker,false,0.70,shared_team,两人在 Synthetic Commercial 06681 @ Waterfront Innovation Centre 的同一工作团队任职。
REL0006242,P05942,P08431,coworker,false,0.63,shared_team,两人在 Synthetic Commercial 06681 @ Waterfront Innovation Centre 的同一工作团队任职。
REL0006243,P05942,P08846,coworker,false,0.66,shared_team,两人在 Synthetic Commercial 06681 @ Waterfront Innovation Centre 的同一工作团队任职。
REL0006244,P05943,P07828,coworker,false,0.68,shared_team,两人在 Synthetic Hotel 03816 @ Hilton Garden Inn Toronto/Markham 的同一工作团队任职。
REL0006245,P05945,P06231,coworker,false,0.67,shared_team,两人在 Synthetic Hotel 03092 @ Novotel 的同一工作团队任职。
REL0006246,P05945,P08004,coworker,false,0.60,shared_team,两人在 Synthetic Hotel 03092 @ Novotel 的同一工作团队任职。
REL0006247,P05947,P07169,coworker,false,0.48,shared_team,两人在 Synthetic Office 03372 @ Sun Life Financial 的同一工作团队任职。
REL0006248,P05947,P08493,coworker,false,0.79,shared_team,两人在 Synthetic Office 03372 @ Sun Life Financial 的同一工作团队任职。
REL0006249,P05949,P06477,coworker,false,0.47,shared_team,两人在 Synthetic Hotel 03103 @ InterContinental Toronto Centre Hotel 的同一工作团队任职。
REL0006250,P05949,P07977,coworker,false,0.67,shared_team,两人在 Synthetic Hotel 03103 @ InterContinental Toronto Centre Hotel 的同一工作团队任职。
REL0006251,P05949,P09487,coworker,false,0.60,shared_team,两人在 Synthetic Hotel 03103 @ InterContinental Toronto Centre Hotel 的同一工作团队任职。
REL0006252,P05954,P07480,coworker,false,0.60,shared_team,两人在 Synthetic Office 06576 @ eBSEG 的同一工作团队任职。
REL0006253,P05954,P09548,coworker,false,0.54,shared_team,两人在 Synthetic Office 06576 @ eBSEG 的同一工作团队任职。
REL0006254,P05957,P09180,coworker,false,0.77,shared_team,两人在 Synthetic University 03273 @ Victoria Building 的同一工作团队任职。
REL0006255,P05959,P07818,coworker,false,0.66,shared_team,两人在 Synthetic Commercial 03802 @ OSM commercial W33543299 的同一工作团队任职。
REL0006256,P05959,P08432,coworker,false,0.53,shared_team,两人在 Synthetic Commercial 03802 @ OSM commercial W33543299 的同一工作团队任职。
REL0006257,P05963,P09890,coworker,false,0.59,shared_team,两人在 Synthetic Commercial 06323 @ OSM commercial W704594308 的同一工作团队任职。
REL0006258,P05966,P06158,coworker,false,0.65,shared_team,两人在 Synthetic Commercial 05884 @ OSM commercial W669604298 的同一工作团队任职。
REL0006259,P05968,P06087,coworker,false,0.50,shared_team,两人在 Synthetic Hotel 04840 @ Hotel Ocho 的同一工作团队任职。
REL0006260,P05970,P09672,coworker,false,0.70,shared_team,两人在 Synthetic Office 02663 @ 2828 Bathurst Street 的同一工作团队任职。
REL0006261,P05973,P06670,coworker,false,0.48,shared_team,两人在 Synthetic Commercial 05291 @ 5001 Yonge Street 的同一工作团队任职。
REL0006262,P05973,P07078,coworker,false,0.56,shared_team,两人在 Synthetic Commercial 05291 @ 5001 Yonge Street 的同一工作团队任职。
REL0006263,P05973,P09228,coworker,false,0.74,shared_team,两人在 Synthetic Commercial 05291 @ 5001 Yonge Street 的同一工作团队任职。
REL0006264,P05980,P07532,coworker,false,0.80,shared_team,两人在 Synthetic University 00370 @ St. John Ambulance 的同一工作团队任职。
REL0006265,P05981,P07236,coworker,false,0.61,shared_team,两人在 Synthetic Office 03532 @ 240 Duncan Mill Road 的同一工作团队任职。
REL0006266,P05982,P06855,coworker,false,0.81,shared_team,两人在 Synthetic Commercial 03654 @ OSM commercial W32596506 的同一工作团队任职。
REL0006267,P05987,P09911,coworker,false,0.71,shared_team,两人在 Synthetic Cafe 03346 @ Tim Hortons 的同一工作团队任职。
REL0006268,P05988,P08520,coworker,false,0.57,shared_team,两人在 Synthetic Office 04735 @ Manulife Headquarters 3 的同一工作团队任职。
REL0006269,P05992,P09336,coworker,false,0.46,shared_team,两人在 Synthetic Gym 05559 @ Mayfair Clubs 的同一工作团队任职。
REL0006270,P05995,P06408,coworker,false,0.73,shared_team,两人在 Synthetic Office 02945 @ Commerce Court East 的同一工作团队任职。
REL0006271,P05995,P06941,coworker,false,0.75,shared_team,两人在 Synthetic Office 02945 @ Commerce Court East 的同一工作团队任职。
REL0006272,P05995,P09132,coworker,false,0.60,shared_team,两人在 Synthetic Office 02945 @ Commerce Court East 的同一工作团队任职。
REL0006273,P05998,P08706,coworker,false,0.77,shared_team,两人在 Synthetic Office 02631 @ PepsiCo 的同一工作团队任职。
REL0006274,P06002,P07764,coworker,false,0.55,shared_team,两人在 Synthetic Office 03524 @ 2005 Sheppard Avenue East 的同一工作团队任职。
REL0006275,P06003,P06441,coworker,false,0.54,shared_team,两人在 Synthetic Office 02991 @ Deak International 的同一工作团队任职。
REL0006276,P06003,P07658,coworker,false,0.48,shared_team,两人在 Synthetic Office 02991 @ Deak International 的同一工作团队任职。
REL0006277,P06003,P08612,coworker,false,0.77,shared_team,两人在 Synthetic Office 02991 @ Deak International 的同一工作团队任职。
REL0006278,P06004,P06947,coworker,false,0.64,shared_team,两人在 Synthetic Hotel 03374 @ Hilton Toronto 的同一工作团队任职。
REL0006279,P06004,P07823,coworker,false,0.73,shared_team,两人在 Synthetic Hotel 03374 @ Hilton Toronto 的同一工作团队任职。
REL0006280,P06004,P08324,coworker,false,0.77,shared_team,两人在 Synthetic Hotel 03374 @ Hilton Toronto 的同一工作团队任职。
REL0006281,P06011,P07287,coworker,false,0.64,shared_team,两人在 Synthetic Commercial 03422 @ OSM commercial W29512399 的同一工作团队任职。
REL0006282,P06011,P07293,coworker,false,0.58,shared_team,两人在 Synthetic Commercial 03422 @ OSM commercial W29512399 的同一工作团队任职。
REL0006283,P06011,P07649,coworker,false,0.59,shared_team,两人在 Synthetic Commercial 03422 @ OSM commercial W29512399 的同一工作团队任职。
REL0006284,P06012,P06269,coworker,false,0.77,shared_team,两人在 Synthetic Commercial 06109 @ OSM commercial W677477572 的同一工作团队任职。
REL0006285,P06013,P06394,coworker,false,0.56,shared_team,两人在 Synthetic Office 04833 @ 85 Richmond Street West 的同一工作团队任职。
REL0006286,P06015,P08710,coworker,false,0.70,shared_team,两人在 Synthetic Commercial 05773 @ OSM commercial W662766980 的同一工作团队任职。
REL0006287,P06018,P06677,coworker,false,0.65,shared_team,两人在 Synthetic Hotel 02959 @ Courtyard by Marriott 的同一工作团队任职。
REL0006288,P06018,P07440,coworker,false,0.54,shared_team,两人在 Synthetic Hotel 02959 @ Courtyard by Marriott 的同一工作团队任职。
REL0006289,P06018,P07941,coworker,false,0.71,shared_team,两人在 Synthetic Hotel 02959 @ Courtyard by Marriott 的同一工作团队任职。
REL0006290,P06020,P07530,coworker,false,0.49,shared_team,两人在 Synthetic Gym 02443 @ Matty Eckler Swimming Pool 的同一工作团队任职。
REL0006291,P06021,P06173,coworker,false,0.65,shared_team,两人在 Synthetic University 03273 @ Victoria Building 的同一工作团队任职。
REL0006292,P06021,P07044,coworker,false,0.71,shared_team,两人在 Synthetic University 03273 @ Victoria Building 的同一工作团队任职。
REL0006293,P06023,P06149,coworker,false,0.79,shared_team,两人在 Synthetic University 00172 @ McMaster University Toronto Campus 的同一工作团队任职。
REL0006294,P06023,P07338,coworker,false,0.47,shared_team,两人在 Synthetic University 00172 @ McMaster University Toronto Campus 的同一工作团队任职。
REL0006295,P06023,P07909,coworker,false,0.66,shared_team,两人在 Synthetic University 00172 @ McMaster University Toronto Campus 的同一工作团队任职。
REL0006296,P06023,P08009,coworker,false,0.82,shared_team,两人在 Synthetic University 00172 @ McMaster University Toronto Campus 的同一工作团队任职。
REL0006297,P06026,P06873,coworker,false,0.81,shared_team,两人在 Synthetic University 02979 @ Trinity College 的同一工作团队任职。
REL0006298,P06026,P07196,coworker,false,0.54,shared_team,两人在 Synthetic University 02979 @ Trinity College 的同一工作团队任职。
REL0006299,P06026,P07247,coworker,false,0.63,shared_team,两人在 Synthetic University 02979 @ Trinity College 的同一工作团队任职。
REL0006300,P06026,P08400,coworker,false,0.72,shared_team,两人在 Synthetic University 02979 @ Trinity College 的同一工作团队任职。
REL0006301,P06029,P09352,coworker,false,0.78,shared_team,两人在 Synthetic Office 03698 @ 777 Bay Street 的同一工作团队任职。
REL0006302,P06029,P09631,coworker,false,0.58,shared_team,两人在 Synthetic Office 03698 @ 777 Bay Street 的同一工作团队任职。
REL0006303,P06040,P06484,coworker,false,0.47,shared_team,两人在 Synthetic Office 04813 @ 480 University Avenue 的同一工作团队任职。
REL0006304,P06042,P06764,coworker,false,0.56,shared_team,两人在 Synthetic Office 04403 @ Carlton Tower 的同一工作团队任职。
REL0006305,P06042,P08474,coworker,false,0.80,shared_team,两人在 Synthetic Office 04403 @ Carlton Tower 的同一工作团队任职。
REL0006306,P06043,P07106,coworker,false,0.77,shared_team,两人在 Synthetic Office 03819 @ Royal Centre 的同一工作团队任职。
REL0006307,P06044,P06066,coworker,false,0.55,shared_team,两人在 Synthetic Residential 04208 @ 68 Corporate Drive 的同一工作团队任职。
REL0006308,P06044,P08853,coworker,false,0.77,shared_team,两人在 Synthetic Residential 04208 @ 68 Corporate Drive 的同一工作团队任职。
REL0006309,P06047,P08521,coworker,false,0.77,shared_team,两人在 Synthetic Commercial 06328 @ OSM commercial W704634889 的同一工作团队任职。
REL0006310,P06048,P06089,coworker,false,0.82,shared_team,两人在 Synthetic Hotel 04797 @ Hotel Le Germain 的同一工作团队任职。
REL0006311,P06051,P09046,coworker,false,0.64,shared_team,两人在 Synthetic University 04344 @ Seneca College - Markham Campus 的同一工作团队任职。
REL0006312,P06059,P07747,coworker,false,0.69,shared_team,两人在 Synthetic Office 04684 @ Manulife Headquarters 2 的同一工作团队任职。
REL0006313,P06059,P08151,coworker,false,0.58,shared_team,两人在 Synthetic Office 04684 @ Manulife Headquarters 2 的同一工作团队任职。
REL0006314,P06059,P08638,coworker,false,0.70,shared_team,两人在 Synthetic Office 04684 @ Manulife Headquarters 2 的同一工作团队任职。
REL0006315,P06059,P09114,coworker,false,0.78,shared_team,两人在 Synthetic Office 04684 @ Manulife Headquarters 2 的同一工作团队任职。
REL0006316,P06059,P09764,coworker,false,0.73,shared_team,两人在 Synthetic Office 04684 @ Manulife Headquarters 2 的同一工作团队任职。
REL0006317,P06062,P08582,coworker,false,0.78,shared_team,两人在 Synthetic Hotel 04068 @ TOOR Hotel - JDV by Hyatt 的同一工作团队任职。
REL0006318,P06062,P09625,coworker,false,0.55,shared_team,两人在 Synthetic Hotel 04068 @ TOOR Hotel - JDV by Hyatt 的同一工作团队任职。
REL0006319,P06063,P06210,coworker,false,0.78,shared_team,两人在 Synthetic University 04811 @ Rehabilitation Sciences Building 的同一工作团队任职。
REL0006320,P06063,P07283,coworker,false,0.60,shared_team,两人在 Synthetic University 04811 @ Rehabilitation Sciences Building 的同一工作团队任职。
REL0006321,P06064,P07918,coworker,false,0.68,shared_team,两人在 Synthetic Office 02949 @ RBC 的同一工作团队任职。
REL0006322,P06064,P09733,coworker,false,0.52,shared_team,两人在 Synthetic Office 02949 @ RBC 的同一工作团队任职。
REL0006323,P06066,P08853,coworker,false,0.62,shared_team,两人在 Synthetic Residential 04208 @ 68 Corporate Drive 的同一工作团队任职。
REL0006324,P06067,P07516,coworker,false,0.59,shared_team,两人在 Synthetic Commercial 06344 @ OSM commercial W704997215 的同一工作团队任职。
REL0006325,P06070,P06825,coworker,false,0.72,shared_team,两人在 Synthetic Office 04839 @ RBC Wellington Square 的同一工作团队任职。
REL0006326,P06071,P06596,coworker,false,0.55,shared_team,两人在 Synthetic Office 03330 @ Globe and Mail 的同一工作团队任职。
REL0006327,P06071,P08460,coworker,false,0.57,shared_team,两人在 Synthetic Office 03330 @ Globe and Mail 的同一工作团队任职。
REL0006328,P06074,P06665,coworker,false,0.74,shared_team,两人在 Synthetic University 02500 @ Civic Centre LINC 的同一工作团队任职。
REL0006329,P06080,P07199,coworker,false,0.56,shared_team,两人在 Synthetic Commercial 02764 @ Queen Richmond Centre West 的同一工作团队任职。
REL0006330,P06080,P07356,coworker,false,0.62,shared_team,两人在 Synthetic Commercial 02764 @ Queen Richmond Centre West 的同一工作团队任职。
REL0006331,P06080,P09177,coworker,false,0.51,shared_team,两人在 Synthetic Commercial 02764 @ Queen Richmond Centre West 的同一工作团队任职。
REL0006332,P06082,P07034,coworker,false,0.82,shared_team,两人在 Synthetic University 06234 @ Tyndale University 的同一工作团队任职。
REL0006333,P06082,P08854,coworker,false,0.75,shared_team,两人在 Synthetic University 06234 @ Tyndale University 的同一工作团队任职。
REL0006334,P06083,P06346,coworker,false,0.66,shared_team,两人在 Synthetic Office 04257 @ 56 Wellesley Street West 的同一工作团队任职。
REL0006335,P06083,P08185,coworker,false,0.69,shared_team,两人在 Synthetic Office 04257 @ 56 Wellesley Street West 的同一工作团队任职。
REL0006336,P06086,P07432,coworker,false,0.77,shared_team,两人在 Synthetic Office 02245 @ Edward Jones 的同一工作团队任职。
REL0006337,P06090,P07569,coworker,false,0.68,shared_team,两人在 Synthetic Commercial 04221 @ Davpart 的同一工作团队任职。
REL0006338,P06090,P09577,coworker,false,0.47,shared_team,两人在 Synthetic Commercial 04221 @ Davpart 的同一工作团队任职。
REL0006339,P06094,P08694,coworker,false,0.50,shared_team,两人在 Synthetic Commercial 06601 @ Danforth Avenue 的同一工作团队任职。
REL0006340,P06097,P08372,coworker,false,0.49,shared_team,两人在 Synthetic Commercial 06686 @ OSM commercial W953878382 的同一工作团队任职。
REL0006341,P06097,P09087,coworker,false,0.65,shared_team,两人在 Synthetic Commercial 06686 @ OSM commercial W953878382 的同一工作团队任职。
